date,KO,isPartial
2019-07-28,95,False
2019-08-04,93,False
2019-08-11,92,False
2019-08-18,97,False
2019-08-25,97,False
2019-09-01,94,False
2019-09-08,94,False
2019-09-15,94,False
2019-09-22,89,False
2019-09-29,89,False
2019-10-06,91,False
2019-10-13,92,False
2019-10-20,89,False
2019-10-27,91,False
2019-11-03,94,False
2019-11-10,88,False
2019-11-17,86,False
2019-11-24,83,False
2019-12-01,82,False
2019-12-08,83,False
2019-12-15,80,False
2019-12-22,89,False
2019-12-29,85,False
2020-01-05,82,False
2020-01-12,80,False
2020-01-19,81,False
2020-01-26,80,False
2020-02-02,80,False
2020-02-09,82,False
2020-02-16,81,False
2020-02-23,80,False
2020-03-01,77,False
2020-03-08,75,False
2020-03-15,86,False
2020-03-22,87,False
2020-03-29,87,False
2020-04-05,85,False
2020-04-12,86,False
2020-04-19,84,False
2020-04-26,84,False
2020-05-03,79,False
2020-05-10,82,False
2020-05-17,79,False
2020-05-24,75,False
2020-05-31,77,False
2020-06-07,80,False
2020-06-14,76,False
2020-06-21,81,False
2020-06-28,79,False
2020-07-05,87,False
2020-07-12,85,False
2020-07-19,84,False
2020-07-26,86,False
2020-08-02,82,False
2020-08-09,90,False
2020-08-16,84,False
2020-08-23,85,False
2020-08-30,82,False
2020-09-06,82,False
2020-09-13,85,False
2020-09-20,83,False
2020-09-27,85,False
2020-10-04,85,False
2020-10-11,87,False
2020-10-18,83,False
2020-10-25,79,False
2020-11-01,76,False
2020-11-08,78,False
2020-11-15,76,False
2020-11-22,84,False
2020-11-29,80,False
2020-12-06,81,False
2020-12-13,81,False
2020-12-20,87,False
2020-12-27,85,False
2021-01-03,79,False
2021-01-10,80,False
2021-01-17,78,False
2021-01-24,79,False
2021-01-31,82,False
2021-02-07,87,False
2021-02-14,85,False
2021-02-21,83,False
2021-02-28,87,False
2021-03-07,86,False
2021-03-14,84,False
2021-03-21,83,False
2021-03-28,82,False
2021-04-04,81,False
2021-04-11,80,False
2021-04-18,82,False
2021-04-25,78,False
2021-05-02,82,False
2021-05-09,87,False
2021-05-16,85,False
2021-05-23,85,False
2021-05-30,84,False
2021-06-06,85,False
2021-06-13,86,False
2021-06-20,84,False
2021-06-27,83,False
2021-07-04,87,False
2021-07-11,89,False
2021-07-18,90,False
2021-07-25,87,False
2021-08-01,95,False
2021-08-08,89,True
